# Output of restore_tide_db.
# This file was converted from harmonics-dwf-20071228-free.tcd
# at 2007-12-28 18:19 EST
#
# ** The following boilerplate text is a placeholder only.  Please       **
# ** replace it with the boilerplate and changelog available separately. **
#
# Definitions and constants for XTide
#
# NOTE:  This file should not be used as-is to provide a constituent
# set to harmgen because it may contain multiple constituents with the
# same frequency.  A better constituent set is included in the harmgen
# distribution (see the README).
#
#
# ********* NOT FOR NAVIGATION ********
#
# *** DO NOT RELY ON THIS DATA FILE FOR DECISIONS THAT CAN RESULT IN ***
# ***                   HARM TO ANYONE OR ANYTHING.                  ***
#
# This data file is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
#
# Highly trustworthy tide predictions cannot be achieved on a zero
# budget.  If you need guaranteed results, don't use this data!
# Contact the tide authority for your region (NOAA in the U.S.).
#
# WHOSOEVER CHOOSES TO REDISTRIBUTE THIS DATA ASSUMES ALL LIABILITY
# ASSOCIATED THEREWITH.  NEITHER DAVID FLATER NOR ANYONE ELSE INVOLVED
# SHALL BE LIABLE PERSONALLY OR OTHERWISE FOR ANY LOSSES THAT THE
# REDISTRIBUTOR MIGHT SUFFER AS A CONSEQUENCE OF ANY CLAIMS, BOGUS OR
# OTHERWISE, THAT ARE MADE TO THIS DATA.
#
#
# ------------- Begin congen output -------------
#
# Number of constituents
175
#
# Constituent speeds
# Format:  identifier [whitespace] speed [CR]
# Speed is in degrees per solar hour.
# Identifier is just a name for the constituent.  They are for
# readability only; XTide assumes that the constituents will be listed
# in the same order throughout this file.
M8              0.0040  334.70
N2              0.0200  137.70
2N2             0.0020  184.50
O1              0.1920  229.70
OO1             0.0080  231.50
P1              0.0890  230.80
Q1              0.0370  229.50
2Q1             0.0050  228.40
x 0 0
x 0 0
S2              0.0350    5.00
S4              0.0030  101.00
S6              0.0030  214.00
T2              0.0010    4.80
x 0 0
x 0 0
NU2             0.0040  136.00
RHO            0.0070  229.80
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from accepted datums web retrieval form
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 8764227
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -91.3400
# !latitude: 29.4500
Lawma, Amerada Pass, Louisiana
+00:00 :America/Chicago
0.9100 feet
J1              0.0030  352.20
K1              0.4130   44.50
K2              0.0300  274.20
L2              0.0230   20.40
M1              0.0130   46.70
M2              0.2760  291.40
M3              0.0130  323.90
M4              0.0160  224.70
M6              0.0030   43.20
M8              0.0030  325.70
N2              0.0720  267.10
2N2             0.0300  228.50
O1              0.3970   36.60
OO1             0.0300   48.20
P1              0.1210   36.00
Q1              0.0890   22.80
2Q1             0.0100   16.40
R2              0.0160  156.80
S1              0.0260  343.80
S2              0.0980  283.60
S4              0.0030   20.10
S6              0.0030   86.90
T2              0.0160  119.10
LAM2            0.0130  157.20
MU2             0.0160  158.10
NU2             0.0100  270.70
RHO            0.0200   49.40
MK3             0.0200  301.40
2MK3            0.0360  291.10
MN4             0.0100  171.60
MS4             0.0100  219.80
2SM2            0.0070  355.50
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2003-04-21
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 8557380
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -75.1200
# !latitude: 38.7817
Lewes, Fort Miles, Delaware
+00:00 :America/New_York
2.2310 feet
J1              0.0220  194.70
K1              0.3380  201.70
K2              0.0990   51.90
L2              0.0650   48.00
M1              0.0120  221.40
M2              2.0200   31.10
M3              0.0110  110.00
M4              0.0420  186.30
M6              0.0190  349.50
x 0 0
N2              0.4380   10.60
2N2             0.0540  356.60
O1              0.2730  188.60
OO1             0.0130  239.30
P1              0.1100  199.10
Q1              0.0430  182.90
2Q1             0.0070  175.50
R2              0.0110  280.30
S1              0.0250  133.10
S2              0.3550   56.80
x 0 0
x 0 0
T2              0.0360   30.50
LAM2            0.0280   55.00
MU2             0.0390   16.90
NU2             0.0930   11.40
RHO            0.0110  177.40
x 0 0
x 0 0
MN4             0.0230  177.80
MS4             0.0130  205.90
x 0 0
x 0 0
x 0 0
x 0 0
SA              0.1720  140.50
SSA             0.1010   41.30
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2003-04-21
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 8635750
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -76.4650
# !latitude: 37.9950
Lewisetta, Potomac River, Virginia
+00:00 :America/New_York
0.7546 feet
J1              0.0050  264.90
K1              0.0740  276.20
K2              0.0270  201.30
L2              0.0370  203.30
M1              0.0040  287.40
M2              0.6050  176.40
x 0 0
M4              0.0140  204.40
M6              0.0110  265.10
x 0 0
N2              0.1310  152.30
2N2             0.0160  130.30
O1              0.0610  298.70
OO1             0.0030  253.50
P1              0.0280  293.00
Q1              0.0130  287.10
2Q1             0.0020  321.10
R2              0.0010  201.00
S1              0.0260  311.00
S2              0.0910  200.00
x 0 0
x 0 0
T2              0.0050  199.10
LAM2            0.0120  203.80
x 0 0
NU2             0.0270  151.30
RHO            0.0020  308.40
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
SA              0.2650  133.10
SSA             0.1260   35.70
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2003-04-21
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 9751401
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -64.7533
# !latitude: 17.6967
Lime Tree Bay, St. Croix, Virgin Islands
+00:00 :America/St_Thomas
0.3675 feet
J1              0.0140  236.90
K1              0.2720  237.00
K2              0.0060   17.30
x 0 0
M1              0.0130  289.10
M2              0.0430  327.50
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
O1              0.2120  228.60
OO1             0.0100  223.20
P1              0.0860  237.60
Q1              0.0370  210.40
2Q1             0.0060  220.30
x 0 0
S1              0.0140  237.60
S2              0.0230   13.60
x 0 0
x 0 0
T2              0.0010   11.80
x 0 0
x 0 0
x 0 0
RHO            0.0080  225.00
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
MF              0.0470  353.10
x 0 0
MM              0.0210  349.90
SA              0.1950  184.90
SSA             0.0500   60.00
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2004-02-13
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 8724698
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -82.9200
# !latitude: 24.6317
Loggerhead Key, Dry Tortugas, Florida
+00:00 :America/New_York
0.8268 feet
J1              0.0230   29.10
K1              0.3540  359.50
K2              0.0430   86.90
L2              0.0100   99.10
M1              0.0260  355.70
M2              0.4490   78.70
M3              0.0030  265.00
M4              0.0160  250.00
x 0 0
x 0 0
N2              0.0950   66.20
2N2             0.0100   62.10
O1              0.3640  354.30
OO1             0.0130  353.90
P1              0.1120  356.20
Q1              0.0850  345.50
2Q1             0.0130  334.90
R2              0.0030  212.30
S1              0.0230    4.60
S2              0.1510   92.00
S4              0.0030  341.20
x 0 0
T2              0.0100   86.00
LAM2            0.0030  117.60
MU2             0.0130   37.50
NU2             0.0160   82.10
RHO            0.0130  338.20
MK3             0.0030   35.90
2MK3            0.0030  257.20
MN4             0.0100  220.30
MS4             0.0070  233.70
x 0 0
MF              0.0490   39.00
MSF             0.0300   27.80
MM              0.0100  270.70
SA              0.3870  167.40
SSA             0.2200   71.40
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from accepted datums web retrieval form
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 9410680
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -118.2267
# !latitude: 33.7517
Long Beach, Terminal Island, California
+00:00 :America/Los_Angeles
2.8500 feet
J1              0.0660  220.00
K1              1.1450  207.70
K2              0.2000  134.70
L2              0.0490  167.20
M1              0.0390  220.10
M2              1.7260  145.60
M3              0.0100  352.80
x 0 0
x 0 0
x 0 0
N2              0.4100  124.00
2N2             0.0520   96.70
O1              0.7250  192.40
OO1             0.0360  238.10
P1              0.3610  204.10
Q1              0.1350  184.00
2Q1             0.0200  177.10
R2              0.0070  140.70
S1              0.0130  329.40
S2              0.6820  140.80
x 0 0
x 0 0
T2              0.0430  129.00
LAM2            0.0130  143.30
MU2             0.0590   88.70
NU2             0.0790  131.00
RHO            0.0300  185.80
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
MF              0.0200  135.80
x 0 0
x 0 0
SA              0.1870  181.60
SSA             0.0560  282.00
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2005-02-10
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 8720242
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -81.6200
# !latitude: 30.3600
Jacksonville, Long Branch, Florida
+00:00 :America/New_York
1.3583 feet
J1              0.0070  244.30
K1              0.1380  230.40
K2              0.0490   96.90
L2              0.1640   67.60
M1              0.0070  252.30
M2              1.2430   64.30
M3              0.0030  288.30
M4              0.0490   41.90
M6              0.0690  334.30
M8              0.0100   42.60
N2              0.2560   49.70
2N2             0.0260   63.20
O1              0.0980  240.20
OO1             0.0100  264.80
P1              0.0460  227.60
Q1              0.0160  231.40
2Q1             0.0030   13.10
R2              0.0030  243.90
S1              0.0200  198.60
S2              0.1740   95.20
S4              0.0100   33.80
x 0 0
T2              0.0260   51.80
LAM2            0.0390   78.00
MU2             0.0260  155.20
NU2             0.0520   40.70
RHO            0.0030  235.90
MK3             0.0260  110.70
2MK3            0.0260  109.60
MN4             0.0260   10.50
MS4             0.0070   74.60
2SM2            0.0030   54.60
MF              0.0230  308.00
MSF             0.0520  321.00
MM              0.0790  344.90
SA              0.5020  159.50
SSA             0.2850   27.90
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2004-09-07
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 9440422
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -122.9567
# !latitude: 46.1083
Longview, Columbia River, Washington
+00:00 :America/Los_Angeles
2.0571 feet
J1              0.0330   19.60
K1              0.6660  314.00
K2              0.1410    4.50
L2              0.0690  328.00
M1              0.0300   12.10
M2              1.5520  338.60
M3              0.0460   85.60
M4              0.3180  245.80
M6              0.0070  211.80
M8              0.0160  267.00
N2              0.2660  314.50
2N2             0.0300  212.40
O1              0.3150  309.90
OO1             0.0160    2.50
P1              0.1380  308.60
Q1              0.0690  312.20
2Q1             0.0070   96.60
R2              0.0460    1.30
S1              0.0520   39.90
S2              0.3670   18.70
S4              0.0130   11.60
x 0 0
T2              0.0460    4.30
LAM2            0.0460  348.40
MU2             0.0690  113.20
NU2             0.0620  318.90
RHO            0.0130    8.10
MK3             0.2360  212.30
2MK3            0.1900  197.80
MN4             0.1080  223.40
MS4             0.1480  283.10
2SM2            0.0230  174.90
MF              0.0200  230.00
MSF             0.4040   34.10
MM              0.2000  354.20
SA              0.7610  271.00
SSA             0.8690  210.10
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2003-04-21
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 9410660
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -118.2717
# !latitude: 33.7200
Los Angeles (outer harbor), California
+00:00 :America/Los_Angeles
2.8248 feet
J1              0.0640  219.10
K1              1.1240  207.70
K2              0.1960  135.50
L2              0.0260  134.20
M1              0.0390  222.60
M2              1.6910  145.50
M3              0.0100  350.10
x 0 0
x 0 0
x 0 0
N2              0.3960  123.70
